"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"United Kingdom (UK)","02.01.2023 20:30 - 02.01.2023 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","270","18","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","638"
"United Kingdom (UK)","02.01.2023 21:00 - 02.01.2023 21:30 (CET/CEST)","n/e","n/e","n/e","n/e","261","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","719"
"United Kingdom (UK)","02.01.2023 21:30 - 02.01.2023 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","215","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","753"
"United Kingdom (UK)","02.01.2023 22:00 - 02.01.2023 22:30 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","703"
"United Kingdom (UK)","02.01.2023 22:30 - 02.01.2023 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","214","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","668"
"United Kingdom (UK)","02.01.2023 23:00 - 02.01.2023 23:30 (CET/CEST)","n/e","n/e","n/e","n/e","212","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","652"
"United Kingdom (UK)","02.01.2023 23:30 - 03.01.2023 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","209","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","652"
"United Kingdom (UK)","03.01.2023 00:00 - 03.01.2023 00:30 (CET/CEST)","n/e","n/e","n/e","n/e","216","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","668"
"United Kingdom (UK)","03.01.2023 00:30 - 03.01.2023 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","215","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","618"
"United Kingdom (UK)","03.01.2023 01:00 - 03.01.2023 01:30 (CET/CEST)","n/e","n/e","n/e","n/e","215","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","627"
"United Kingdom (UK)","03.01.2023 01:30 - 03.01.2023 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","628"
"United Kingdom (UK)","03.01.2023 02:00 - 03.01.2023 02:30 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","613"
"United Kingdom (UK)","03.01.2023 02:30 - 03.01.2023 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","216","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","564"
"United Kingdom (UK)","03.01.2023 03:00 - 03.01.2023 03:30 (CET/CEST)","n/e","n/e","n/e","n/e","215","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","539"
"United Kingdom (UK)","03.01.2023 03:30 - 03.01.2023 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","217","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","526"
"United Kingdom (UK)","03.01.2023 04:00 - 03.01.2023 04:30 (CET/CEST)","n/e","n/e","n/e","n/e","222","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","500"
"United Kingdom (UK)","03.01.2023 04:30 - 03.01.2023 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","215","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","518"
"United Kingdom (UK)","03.01.2023 05:00 - 03.01.2023 05:30 (CET/CEST)","n/e","n/e","n/e","n/e","217","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","518"
"United Kingdom (UK)","03.01.2023 05:30 - 03.01.2023 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","215","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","491"
"United Kingdom (UK)","03.01.2023 06:00 - 03.01.2023 06:30 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","564"
"United Kingdom (UK)","03.01.2023 06:30 - 03.01.2023 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","216","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","535"
"United Kingdom (UK)","03.01.2023 07:00 - 03.01.2023 07:30 (CET/CEST)","n/e","n/e","n/e","n/e","216","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","482"
"United Kingdom (UK)","03.01.2023 07:30 - 03.01.2023 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","216","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","505"
"United Kingdom (UK)","03.01.2023 08:00 - 03.01.2023 08:30 (CET/CEST)","n/e","n/e","n/e","n/e","215","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","503"
"United Kingdom (UK)","03.01.2023 08:30 - 03.01.2023 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","504"
"United Kingdom (UK)","03.01.2023 09:00 - 03.01.2023 09:30 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","486"
"United Kingdom (UK)","03.01.2023 09:30 - 03.01.2023 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","225","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","481"
"United Kingdom (UK)","03.01.2023 10:00 - 03.01.2023 10:30 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","458"
"United Kingdom (UK)","03.01.2023 10:30 - 03.01.2023 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","222","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","427"
"United Kingdom (UK)","03.01.2023 11:00 - 03.01.2023 11:30 (CET/CEST)","n/e","n/e","n/e","n/e","217","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","426"
"United Kingdom (UK)","03.01.2023 11:30 - 03.01.2023 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","446"
"United Kingdom (UK)","03.01.2023 12:00 - 03.01.2023 12:30 (CET/CEST)","n/e","n/e","n/e","n/e","215","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","390"
"United Kingdom (UK)","03.01.2023 12:30 - 03.01.2023 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","215","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","342"
"United Kingdom (UK)","03.01.2023 13:00 - 03.01.2023 13:30 (CET/CEST)","n/e","n/e","n/e","n/e","215","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","371"
"United Kingdom (UK)","03.01.2023 13:30 - 03.01.2023 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","217","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","393"
"United Kingdom (UK)","03.01.2023 14:00 - 03.01.2023 14:30 (CET/CEST)","n/e","n/e","n/e","n/e","213","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","397"
"United Kingdom (UK)","03.01.2023 14:30 - 03.01.2023 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","212","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","407"
"United Kingdom (UK)","03.01.2023 15:00 - 03.01.2023 15:30 (CET/CEST)","n/e","n/e","n/e","n/e","217","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","380"
"United Kingdom (UK)","03.01.2023 15:30 - 03.01.2023 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","212","0","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","338"
"United Kingdom (UK)","03.01.2023 16:00 - 03.01.2023 16:30 (CET/CEST)","n/e","n/e","n/e","n/e","213","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","433"
"United Kingdom (UK)","03.01.2023 16:30 - 03.01.2023 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","216","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","464"
"United Kingdom (UK)","03.01.2023 17:00 - 03.01.2023 17:30 (CET/CEST)","n/e","n/e","n/e","n/e","214","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","565"
"United Kingdom (UK)","03.01.2023 17:30 - 03.01.2023 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","609"
"United Kingdom (UK)","03.01.2023 18:00 - 03.01.2023 18:30 (CET/CEST)","n/e","n/e","n/e","n/e","213","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","587"
"United Kingdom (UK)","03.01.2023 18:30 - 03.01.2023 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","213","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","668"
"United Kingdom (UK)","03.01.2023 19:00 - 03.01.2023 19:30 (CET/CEST)","n/e","n/e","n/e","n/e","215","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","687"
"United Kingdom (UK)","03.01.2023 19:30 - 03.01.2023 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","214","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","593"
"United Kingdom (UK)","03.01.2023 20:00 - 03.01.2023 20:30 (CET/CEST)","n/e","n/e","n/e","n/e","217","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","588"
"United Kingdom (UK)","03.01.2023 20:30 - 03.01.2023 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","615"
"United Kingdom (UK)","03.01.2023 21:00 - 03.01.2023 21:30 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","677"
"United Kingdom (UK)","03.01.2023 21:30 - 03.01.2023 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","213","17","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","821"
"United Kingdom (UK)","03.01.2023 22:00 - 03.01.2023 22:30 (CET/CEST)","n/e","n/e","n/e","n/e","214","36","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","824"
"United Kingdom (UK)","03.01.2023 22:30 - 03.01.2023 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","215","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","754"
"United Kingdom (UK)","03.01.2023 23:00 - 03.01.2023 23:30 (CET/CEST)","n/e","n/e","n/e","n/e","215","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","747"
"United Kingdom (UK)","03.01.2023 23:30 - 04.01.2023 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","116","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","742"
"United Kingdom (UK)","04.01.2023 00:00 - 04.01.2023 00:30 (CET/CEST)","n/e","n/e","n/e","n/e","115","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","773"
"United Kingdom (UK)","04.01.2023 00:30 - 04.01.2023 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","113","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","757"
"United Kingdom (UK)","04.01.2023 01:00 - 04.01.2023 01:30 (CET/CEST)","n/e","n/e","n/e","n/e","116","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","744"
"United Kingdom (UK)","04.01.2023 01:30 - 04.01.2023 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","114","48","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","725"
"United Kingdom (UK)","04.01.2023 02:00 - 04.01.2023 02:30 (CET/CEST)","n/e","n/e","n/e","n/e","113","47","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","669"
"United Kingdom (UK)","04.01.2023 02:30 - 04.01.2023 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","112","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","599"
"United Kingdom (UK)","04.01.2023 03:00 - 04.01.2023 03:30 (CET/CEST)","n/e","n/e","n/e","n/e","113","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","537"
"United Kingdom (UK)","04.01.2023 03:30 - 04.01.2023 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","113","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","485"
"United Kingdom (UK)","04.01.2023 04:00 - 04.01.2023 04:30 (CET/CEST)","n/e","n/e","n/e","n/e","115","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","464"
"United Kingdom (UK)","04.01.2023 04:30 - 04.01.2023 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","115","47","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","515"
"United Kingdom (UK)","04.01.2023 05:00 - 04.01.2023 05:30 (CET/CEST)","n/e","n/e","n/e","n/e","111","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","511"
"United Kingdom (UK)","04.01.2023 05:30 - 04.01.2023 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","110","47","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","516"
"United Kingdom (UK)","04.01.2023 06:00 - 04.01.2023 06:30 (CET/CEST)","n/e","n/e","n/e","n/e","115","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","640"
"United Kingdom (UK)","04.01.2023 06:30 - 04.01.2023 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","116","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","693"
"United Kingdom (UK)","04.01.2023 07:00 - 04.01.2023 07:30 (CET/CEST)","n/e","n/e","n/e","n/e","116","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","728"
"United Kingdom (UK)","04.01.2023 07:30 - 04.01.2023 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","117","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","724"
"United Kingdom (UK)","04.01.2023 08:00 - 04.01.2023 08:30 (CET/CEST)","n/e","n/e","n/e","n/e","115","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","725"
"United Kingdom (UK)","04.01.2023 08:30 - 04.01.2023 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","113","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","719"
"United Kingdom (UK)","04.01.2023 09:00 - 04.01.2023 09:30 (CET/CEST)","n/e","n/e","n/e","n/e","116","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","723"
"United Kingdom (UK)","04.01.2023 09:30 - 04.01.2023 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","115","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","749"
"United Kingdom (UK)","04.01.2023 10:00 - 04.01.2023 10:30 (CET/CEST)","n/e","n/e","n/e","n/e","116","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","723"
"United Kingdom (UK)","04.01.2023 10:30 - 04.01.2023 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","118","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","721"
"United Kingdom (UK)","04.01.2023 11:00 - 04.01.2023 11:30 (CET/CEST)","n/e","n/e","n/e","n/e","115","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","740"
"United Kingdom (UK)","04.01.2023 11:30 - 04.01.2023 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","111","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","748"
"United Kingdom (UK)","04.01.2023 12:00 - 04.01.2023 12:30 (CET/CEST)","n/e","n/e","n/e","n/e","114","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","730"
"United Kingdom (UK)","04.01.2023 12:30 - 04.01.2023 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","115","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","788"
"United Kingdom (UK)","04.01.2023 13:00 - 04.01.2023 13:30 (CET/CEST)","n/e","n/e","n/e","n/e","121","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","820"
"United Kingdom (UK)","04.01.2023 13:30 - 04.01.2023 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","116","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","850"
"United Kingdom (UK)","04.01.2023 14:00 - 04.01.2023 14:30 (CET/CEST)","n/e","n/e","n/e","n/e","107","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","854"
"United Kingdom (UK)","04.01.2023 14:30 - 04.01.2023 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","110","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","858"
"United Kingdom (UK)","04.01.2023 15:00 - 04.01.2023 15:30 (CET/CEST)","n/e","n/e","n/e","n/e","110","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","897"
"United Kingdom (UK)","04.01.2023 15:30 - 04.01.2023 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","112","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","876"
"United Kingdom (UK)","04.01.2023 16:00 - 04.01.2023 16:30 (CET/CEST)","n/e","n/e","n/e","n/e","116","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","827"
"United Kingdom (UK)","04.01.2023 16:30 - 04.01.2023 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","116","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","806"
"United Kingdom (UK)","04.01.2023 17:00 - 04.01.2023 17:30 (CET/CEST)","n/e","n/e","n/e","n/e","116","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","815"
"United Kingdom (UK)","04.01.2023 17:30 - 04.01.2023 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","118","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","766"
"United Kingdom (UK)","04.01.2023 18:00 - 04.01.2023 18:30 (CET/CEST)","n/e","n/e","n/e","n/e","116","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","801"
"United Kingdom (UK)","04.01.2023 18:30 - 04.01.2023 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","117","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","803"
"United Kingdom (UK)","04.01.2023 19:00 - 04.01.2023 19:30 (CET/CEST)","n/e","n/e","n/e","n/e","118","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","794"
"United Kingdom (UK)","04.01.2023 19:30 - 04.01.2023 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","120","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","722"
"United Kingdom (UK)","04.01.2023 20:00 - 04.01.2023 20:30 (CET/CEST)","n/e","n/e","n/e","n/e","119","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","643"
"United Kingdom (UK)","04.01.2023 20:30 - 04.01.2023 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","117","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","597"
"United Kingdom (UK)","04.01.2023 21:00 - 04.01.2023 21:30 (CET/CEST)","n/e","n/e","n/e","n/e","118","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","561"
"United Kingdom (UK)","04.01.2023 21:30 - 04.01.2023 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","120","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","454"
"United Kingdom (UK)","04.01.2023 22:00 - 04.01.2023 22:30 (CET/CEST)","n/e","n/e","n/e","n/e","117","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","463"
"United Kingdom (UK)","04.01.2023 22:30 - 04.01.2023 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","119","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","369"
"United Kingdom (UK)","04.01.2023 23:00 - 04.01.2023 23:30 (CET/CEST)","n/e","n/e","n/e","n/e","121","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","300"
"United Kingdom (UK)","04.01.2023 23:30 - 05.01.2023 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","115","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","259"
"United Kingdom (UK)","05.01.2023 00:00 - 05.01.2023 00:30 (CET/CEST)","n/e","n/e","n/e","n/e","116","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","233"
"United Kingdom (UK)","05.01.2023 00:30 - 05.01.2023 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","113","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","186"
"United Kingdom (UK)","05.01.2023 01:00 - 05.01.2023 01:30 (CET/CEST)","n/e","n/e","n/e","n/e","111","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","174"
"United Kingdom (UK)","05.01.2023 01:30 - 05.01.2023 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","108","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","205"
"United Kingdom (UK)","05.01.2023 02:00 - 05.01.2023 02:30 (CET/CEST)","n/e","n/e","n/e","n/e","109","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","220"
"United Kingdom (UK)","05.01.2023 02:30 - 05.01.2023 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","108","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","215"
